Order,Species,AdultBodyMass,Temperature,SexualMaturityAge,TrophicLevel,NeonateBodyMass,GestationLen,SocialGrpSize,WeaningAge,Social
Rodentia,emilianus,285.29,6.613,,1.0,,,,,
Rodentia,famosus,,,,1.0,,,,,
Rodentia,flamarioni,,,,1.0,,,,,
Rodentia,fochi,,,,,,,,,
Rodentia,fodax,,,,,,,,,
Rodentia,frater,172.9,4.718,,1.0,,,,,
Rodentia,fulvus,279.88,,,1.0,,,,,
Rodentia,goodfellowi,,23.524,,,,,,,
Rodentia,haigi,164.0,6.947,,,,,1.0,,True
Rodentia,johannis,,,,1.0,,,,,
Rodentia,juris,,,,,,,,,
Rodentia,knighti,316.0,10.848,,1.0,,,,,
Rodentia,lami,,,,,,,,,
Rodentia,latro,192.0,14.436,,1.0,,,,,
Rodentia,leucodon,243.6,6.93,,1.0,,,,,
Rodentia,lewisi,117.2,10.348,,1.0,,,,,
Rodentia,magellanicus,271.44,4.717,,1.0,,,,,
Rodentia,maulinus,215.0,6.108,,1.0,,,,,
Rodentia,mendocinus,178.44,,,1.0,,,,,
Rodentia,minutus,92.0,25.64,,1.0,,,,,
Rodentia,occultus,150.0,14.486,,1.0,,,,,
Rodentia,opimus,327.05,1.606,1.0,1.0,,60.83,,,
Rodentia,osvaldoreigi,,,,,,,,,
Rodentia,pearsoni,212.0,15.925,,1.0,,,,,
Rodentia,perrensi,400.0,19.729,,1.0,,,,,
Rodentia,peruanus,488.36,5.215,1.0,1.0,,120.83,,,
Rodentia,pilarensis,,,,,,,,,
Rodentia,pontifex,400.0,9.521,,1.0,,,,,
Rodentia,porteousi,192.4,14.579,,1.0,,,,,
Rodentia,pundti,,,,,,,,,
Rodentia,rionegrensis,,17.428,,1.0,,,,,
Rodentia,roigi,,,,,,,,,
Rodentia,saltarius,230.0,5.408,,1.0,,,,,
Rodentia,scagliai,,,,,,,,,
Rodentia,sericeus,400.0,9.526,,1.0,,,,,
Rodentia,sociabilis,400.0,6.204,,,,,,,
Rodentia,steinbachi,384.99,22.289,,1.0,,,,,
Rodentia,sylvanus,,15.337,,,,,,,
Rodentia,talarum,140.84,14.536,0.584109589041,1.0,8.0,102.67,1.0,0.0953424657534,True
Rodentia,torquatus,209.49,17.949,,1.0,,107.0,,,
Rodentia,tuconax,248.99,13.409,,1.0,,,,,
Rodentia,tucumanus,217.0,14.632,,1.0,,,,,
Rodentia,tulduco,,,,1.0,,,,,
Rodentia,validus,232.6,15.402,,1.0,,,,,
Rodentia,viperinus,,,,,,,,,
Rodentia,yolandae,,,,1.0,,,,,
Rodentia,paca,8172.55,23.98,0.919123287671,1.0,674.77,116.24,1.0,0.226712328767,True
Rodentia,taczanowskii,8999.95,19.181,,1.0,,,,,
Carnivora,alpinus,15800.0,9.648,1.02515068493,3.0,275.0,61.5,,0.157068493151,
Rodentia,ashaninka,,,,,,,,,
Rodentia,oblativa,,,,,,,,,
Carnivora,penicillata,694.41,18.421,0.960465753425,3.0,,56.83,,0.114410958904,
Carnivora,bennettii,4246.57,25.44,,2.0,,,,,
Chiroptera,abrasus,35.39,24.336,,3.0,,,,,
Chiroptera,greenhalli,15.87,24.811,,3.0,,,,,
Chiroptera,mexicanus,,22.37,,,,,,,
Chiroptera,paranus,12.16,24.333,,,,,,,
Chiroptera,planirostris,12.84,24.333,,3.0,,,,,
Rodentia,gunnisoni,797.93,9.434,1.08298630137,2.0,,29.64,5.65,0.100410958904,False
Rodentia,leucurus,963.76,3.837,1.13380821918,1.0,,30.39,,0.0870136986301,
Rodentia,ludovicianus,797.05,10.878,1.90931506849,1.0,15.24,33.46,6.13,0.124849315068,False
Rodentia,mexicanus,899.98,15.919,,1.0,,30.41,,0.12698630137,
Rodentia,parvidens,899.98,6.149,1.01706849315,1.0,,,,,
Chiroptera,brachyotis,33.87,24.445,0.689616438356,1.0,6.2,117.06,,0.134219178082,
Chiroptera,horsfieldii,56.01,24.632,,1.0,,,,,
Chiroptera,luzoniensis,,21.547,,,,,,,
Chiroptera,minutus,26.45,24.351,,,,,,,
Chiroptera,nusatenggara,,23.933,,,,,,,
Chiroptera,sphinx,44.71,23.38,0.857506849315,1.0,11.0,120.0,1.0,0.0890136986301,True
Chiroptera,titthaecheilus,58.33,25.045,,,,,,,
Carnivora,cristata,278896.81,,3.45956164384,2.0,21992.7,334.58,,0.0260273972603,
Chiroptera,alecto,5.3,25.118,,,,,,,
Rodentia,millardi,,12.689,,,,,,,
Rodentia,boliviensis,728.8,21.279,,,,,,,
Rodentia,dactylinus,649.98,25.016,,2.0,,,2.0,,False
Rodentia,peruanus,382.0,17.209,,,,,,,
Diprotodontia,megalura,,18.148,,2.0,,,,,
Diprotodontia,palpator,369.87,19.903,,2.0,,,2.75,,False
Diprotodontia,tatei,252.0,25.4,,2.0,,,,,
Diprotodontia,trivirgata,413.41,23.031,,2.0,,,,,
Artiodactyla,dama,57224.61,7.991,1.48843835616,1.0,4698.44,230.0,10.5,0.486657534247,False
Artiodactyla,korrigum,127194.87,24.981,2.9982739726,,,,,,
Artiodactyla,lunatus,136000.33,21.581,1.82273972603,1.0,11000.0,238.0,3.6,,False
Artiodactyla,pygargus,77784.55,15.683,1.70071232877,,6873.81,240.54,,0.333315068493,
Artiodactyla,superstes,,,,,,,,,
Rodentia,alleni,,,,,,,,,
Rodentia,cabrali,,,,,,,,,
Rodentia,foxi,,25.422,,,,,,,
Rodentia,incomtus,127.75,,0.198383561644,,,,,0.0821917808219,
Primates,madagascariensis,2731.37,21.7,2.28690410959,2.0,121.79,166.48,1.0,0.541643835616,True
Rodentia,brooksi,4.99,19.249,,,,,,,
Chiroptera,japonensis,,7.051,,,,,,,
Rodentia,rupicola,,,,,,,,,
Rodentia,simoni,17.4,20.17,0.265808219178,,,25.54,,,
Rodentia,somalicus,,23.97,,,,,,,
Rodentia,stigmonyx,,25.397,,,,,,,
Rodentia,zakariai,,,,,,,,,
Rodentia,agilis,60.21,12.209,0.575342465753,,,,,,
Rodentia,californicus,84.95,9.648,,1.0,,,,,
Rodentia,compactus,49.25,21.794,,,,,,,
Rodentia,deserti,107.63,15.608,0.139397260274,1.0,4.08,30.5,,0.0662191780822,
Rodentia,elator,105.82,17.591,,2.0,,,,,
Rodentia,gravipes,83.96,14.004,,,,,,,
Rodentia,heermanni,63.08,12.775,0.145561643836,2.0,3.7,30.99,1.0,0.0709589041096,True
Rodentia,ingens,113.61,13.281,,2.0,,,,,
Rodentia,merriami,37.91,17.2,0.183863013699,1.0,3.29,30.77,,0.0559452054795,
Rodentia,microps,56.26,8.812,0.405260273973,2.0,4.0,30.99,,0.0575342465753,
Rodentia,nelsoni,87.93,17.785,,1.0,,,,,
Rodentia,nitratoides,41.59,14.304,0.260931506849,1.0,2.96,32.89,1.0,0.0612876712329,True
Rodentia,ordii,50.4,11.141,0.237726027397,2.0,4.99,29.69,,,
Rodentia,panamintinus,73.67,9.829,,,4.5,29.44,1.0,0.0764109589041,True
Rodentia,phillipsii,41.0,15.619,,1.0,,,,,
Rodentia,simulans,,15.63,,,,,,,
Rodentia,spectabilis,124.61,15.327,0.850219178082,2.0,7.74,23.5,,0.064301369863,
Rodentia,stephensi,68.49,11.41,,1.0,4.4,,1.0,0.0544109589041,True
Rodentia,venustus,81.52,12.343,,1.0,,,,,
Rodentia,sagitta,89.0,5.786,,2.0,,27.5,,,
Diprotodontia,pennatus,52.74,21.356,,2.0,,,,,
Chiroptera,anderseni,233.99,24.473,,,,,,,
Chiroptera,beauforti,165.35,25.866,,,,,,,
Chiroptera,chapmani,,,,,,,,,
Chiroptera,crenulata,218.21,25.0,,,,,,,
Chiroptera,emersa,201.06,25.5,,,,,,,
Chiroptera,exoleta,302.03,21.595,,,,,,,
Chiroptera,inermis,152.6,26.2,,,,,,,
Chiroptera,magna,465.0,23.552,2.06890410959,,,,,0.452054794521,
Chiroptera,minor,85.95,23.172,,1.0,,,1.0,,True
Chiroptera,moluccensis,447.64,24.3,1.95843835616,1.0,73.9,156.43,,0.455342465753,
Chiroptera,pannietensis,239.19,25.4,,1.0,,,,,
Chiroptera,peronii,226.51,24.137,,1.0,52.4,,,,
Chiroptera,praedatrix,178.74,24.483,,1.0,32.0,,,,
Chiroptera,viridis,240.66,22.2,,,,,,,
Rodentia,patagonum,8000.0,12.36,0.591863013699,1.0,578.96,97.97,2.0,0.20898630137,False
Rodentia,salinicola,1607.6,19.986,,1.0,199.0,77.5,,,
Carnivora,dybowskii,361.92,23.433,,,,,,,
Artiodactyla,megalotis,10918.12,24.349,,1.0,,,7.0,,False
Diprotodontia,atrata,6198.87,,1.41726027397,2.0,,,,0.994328767123,
Diprotodontia,hageni,5499.99,25.816,1.41726027397,2.0,,,1.0,0.835589041096,True
Diprotodontia,luctuosa,4939.56,24.115,1.40753424658,1.0,,,1.0,0.824520547945,True
Diprotodontia,muelleri,5370.79,23.01,,,,,1.0,0.737616438356,True
Diprotodontia,macleayi,2780.54,19.393,,1.0,,,1.0,,True
Diprotodontia,vanheurni,1890.36,19.611,,1.0,,,1.0,,True
Rodentia,everetti,129.78,22.472,,2.0,,,,,
Rodentia,gularis,,17.06,,,,,,,
Rodentia,lokriah,226.99,12.885,,,,,,,
Rodentia,pernyi,198.63,12.318,,,,,,,
Rodentia,pyrrhomerus,,15.634,,,,,,,
Rodentia,rufigenis,200.32,22.453,,,,,,,
Rodentia,laniger,25.91,9.133,,2.0,,30.2,,0.0858082191781,
Rodentia,niethammeri,,,,,,,,,
Rodentia,nitedula,29.5,8.13,,2.0,1.57,24.5,,0.0858082191781,
Carnivora,australis,,,,3.0,,,,,
Chiroptera,brooksi,,22.657,,,,,,,
Chiroptera,spadiceus,81.1,23.727,,,,,,,
Soricomorpha,pilirostris,15.46,7.836,,3.0,,40.0,,,
Rodentia,chrysurus,609.99,25.294,,1.0,,,1.0,,True
Rodentia,saturnus,626.89,25.272,,,,,,,
Rodentia,semivillosus,282.36,25.46,,1.0,,,,,
Rodentia,rufescens,831.79,20.606,,,,,,,
Rodentia,centrosa,,,,,,,,,
Rodentia,leucura,,,,3.0,,,,,
Chiroptera,alba,5.55,23.95,,1.0,,,,0.0684383561644,
Chiroptera,dupreanum,297.58,21.978,,1.0,49.99,131.32,,,
Chiroptera,helvum,254.61,23.378,,1.0,48.28,164.36,,0.166657534247,
Carnivora,barbara,4134.99,23.582,2.09904109589,2.0,83.0,66.74,,0.258794520548,
Artiodactyla,cephalophus,23087.87,11.697,1.72978082192,,,181.24,,,
Artiodactyla,davidianus,165989.17,,,1.0,10467.5,286.49,,0.426273972603,
Rodentia,obliquus,13700.0,,,,,,,,
Carnivora,lutris,27410.93,,2.80090410959,2.0,1894.37,238.0,,0.490356164384,
Rodentia,fimbriatus,510.0,10.791,,,,,,0.206767123288,
Rodentia,luteus,26.0,1.204,0.0682465753425,,,,,,
Rodentia,przewalskii,,0.476,,,,,,,
Chiroptera,major,70.7,23.209,,1.0,12.99,,,,
Chiroptera,robusta,78.36,24.128,,,,,,,
Chiroptera,spelaea,58.7,22.574,0.979205479452,2.0,14.6,152.18,,0.164246575342,
Rodentia,fontanierii,256.76,4.147,,,9.02,,,,
Rodentia,rothschildi,,11.449,,,,,,,
Rodentia,smithii,,6.694,,,,,,,
Rodentia,cachinus,,,,,,,,,
Rodentia,chinensis,,7.473,,,,,,,
Rodentia,custos,,3.578,,,,,,,
Rodentia,melanogaster,19.59,12.824,,,,,,,
Rodentia,miletus,,,,,,,,,
Rodentia,olitor,,9.819,,,,,,,
Rodentia,proditor,,6.221,,,,,,,
Rodentia,wardi,,,,,,,,,
Rodentia,setchuanus,,2.788,,,,,,,
Soricomorpha,caudatus,,5.871,,,,,,,
Soricomorpha,fumidus,6.95,16.58,,,,,,,
Soricomorpha,leucops,,12.279,,,,,,,
Soricomorpha,macrurus,,12.554,,,,,,,
Rodentia,ebii,520.96,25.315,,1.0,,,,,
Chiroptera,angolensis,,20.7,,,,,,,
Chiroptera,crypturus,95.04,21.766,,1.0,,91.24,,0.166657534247,
Chiroptera,gambianus,134.59,25.758,,1.0,9.96,156.43,,0.164356164384,
Chiroptera,grandis,49.42,24.525,,1.0,,,,,
Chiroptera,labiatus,69.65,23.439,,1.0,11.0,156.43,,,
Chiroptera,minimus,,22.857,,,,,,,
Chiroptera,minor,44.76,,,1.0,,,,,
Chiroptera,wahlbergi,93.59,22.399,,1.0,,156.43,,1.83232876712,
Chiroptera,buettikoferi,135.67,25.677,0.755863013699,1.0,23.23,139.92,,0.152465753425,
Chiroptera,dobsonii,122.08,21.209,,,,,,,
Chiroptera,franqueti,118.99,24.266,,,20.0,161.77,1.5,,False
Chiroptera,andinus,,24.429,,,,,,,
Chiroptera,bobrinskoi,7.54,5.675,,,,,,,
Chiroptera,bottae,15.66,11.275,,,,,,,
Chiroptera,brasiliensis,9.2,23.456,,3.0,,,,,
Chiroptera,chiriquinus,,24.591,,,,,,,
Chiroptera,diminutus,5.99,20.061,,,,,,,
Chiroptera,dimissus,13.03,26.9,,,,,,,
Chiroptera,floweri,,27.397,,,,,,,
Chiroptera,furinalis,7.7,22.693,0.926931506849,3.0,1.34,92.54,,,
Chiroptera,fuscus,17.49,11.512,1.08298630137,3.0,3.21,52.14,,0.0936438356164,
Chiroptera,gobiensis,,2.578,,,,,,,
Chiroptera,guadeloupensis,,,,,,,,,
Chiroptera,hottentotus,30.33,18.949,,,,,,,
Chiroptera,innoxius,,18.765,,,,,,,
Carnivora,servalina,1175.84,23.665,,2.0,,,,,
Carnivora,thierryi,1400.0,26.567,,,,,,,
Carnivora,tigrina,2066.57,17.006,2.30635616438,2.0,85.5,71.48,,0.240465753425,
Carnivora,victoriae,2743.69,23.439,,,,,,,
Rodentia,brownii,1497.48,24.033,,1.0,,120.0,7.0,0.00594520547945,False
Rodentia,ingrahami,733.52,,,1.0,76.68,109.21,,0.016,
Rodentia,thoracatus,1500.0,,,1.0,,,,,
Rodentia,arenarius,206.0,16.43,,1.0,,,,,
Rodentia,attwateri,144.06,20.376,,1.0,,,,,
Rodentia,breviceps,136.47,18.135,0.242273972603,1.0,,,,,
Rodentia,bursarius,203.75,10.845,0.254246575342,1.0,5.11,18.5,1.0,0.0956164383562,True
Rodentia,knoxjonesi,172.49,17.622,,1.0,,23.98,,0.0667397260274,
Rodentia,personatus,397.0,21.553,,1.0,,,1.0,,True
Rodentia,pinetis,201.15,19.679,0.500767123288,1.0,5.13,,1.0,,True
Rodentia,texensis,,17.858,,,,,1.0,,True
Rodentia,tropicalis,349.99,,0.43101369863,1.0,,,,0.0828493150685,
Rodentia,capensis,188.36,15.187,,2.0,8.12,43.74,1.0,0.0598082191781,True
Rodentia,valdivianus,30.8,6.653,,2.0,,,,,
Rodentia,afra,92.13,15.815,0.189397260274,,4.5,23.3,,,
Rodentia,boehmi,,21.762,,,,,,,
Rodentia,brantsii,89.41,19.621,0.288273972603,,5.49,22.64,,0.0788493150685,
Rodentia,guineae,102.5,26.524,,,,,,,
Rodentia,inclusus,118.5,23.867,,,,23.15,,0.0602465753425,
Rodentia,kempi,100.83,26.466,,,,25.33,,,
Rodentia,leucogaster,73.75,20.794,,,2.79,28.37,,0.0764109589041,
Rodentia,nigricaudus,123.0,24.015,,,,,,,
Rodentia,phillipsi,127.07,17.064,,,,,,,
Rodentia,robustus,95.99,24.177,,,,,,,
Rodentia,validus,121.0,23.379,0.253561643836,,,25.0,,,
Rodentia,paeba,25.91,19.068,0.198383561644,2.0,2.09,26.0,,0.0625753424658,
Rodentia,setzeri,38.29,14.059,,2.0,2.3,,,0.0694520547945,
Rodentia,tytonis,29.79,12.519,,,1.89,,,0.0794520547945,
Rodentia,vallinus,35.24,17.98,,,2.0,,,0.0694520547945,
Rodentia,acticola,,24.811,,,,,,,
Rodentia,agag,,26.68,,,,,,,
Rodentia,amoenus,13.2,20.701,,,,,,,
Rodentia,andersoni,27.5,19.97,,1.0,,,,,
Rodentia,aquilus,,18.793,,,,,,,
Rodentia,brockmani,,22.64,,,,,,,
Rodentia,burtoni,,21.932,,,,,,,
Rodentia,cheesmani,28.0,23.108,,,,,,,
Rodentia,dongolanus,,26.785,,,,,,,
Rodentia,dunni,,26.43,,,,,,,
Rodentia,famulus,,18.602,,,,,,,
Rodentia,floweri,,,,,,,,,
Rodentia,garamantis,,22.612,,,,,,,
Rodentia,naso,,6.407,,,,,,,
Chiroptera,maculatum,16.17,9.964,,3.0,3.4,,,,
Chiroptera,denticulus,,21.717,,,,,,,
Artiodactyla,rufifrons,26999.77,27.183,,,,174.73,,,
Chiroptera,auripendulus,28.49,23.635,,,,,,,
Chiroptera,bonariensis,12.22,23.287,,3.0,1.24,,,0.134219178082,
Chiroptera,dabbenei,67.27,22.225,,,,,,,
Chiroptera,glaucinus,36.2,23.245,,3.0,4.27,,,0.105452054795,
Chiroptera,hansae,15.47,24.867,,,,,,,
Chiroptera,maurus,,25.808,,,,,,,
Rodentia,exilis,21.75,24.468,,,,,,,
Rodentia,whiteheadi,24.91,23.482,,,,,,,
Chiroptera,affinis,,15.942,,,,,,,
Chiroptera,mackenziei,23.0,15.35,,,,,,,
Chiroptera,mordax,,24.551,,,,,,,
Chiroptera,petersi,,23.856,,,,,,,
Chiroptera,tasmaniensis,22.54,13.654,,3.0,,,,,
Carnivora,bieti,5486.95,-0.492,,,,,,,
Carnivora,catus,2884.8,,0.813643835616,,113.0,62.99,,,
Carnivora,chaus,7157.99,20.107,1.04980821918,3.0,135.5,62.88,,0.261616438356,
Carnivora,manul,3050.0,0.727,,3.0,89.0,76.08,,,
Carnivora,margarita,2823.36,22.387,,3.0,63.99,63.61,,,
Carnivora,nigripes,1362.77,18.665,0.779671232877,3.0,72.0,67.5,,0.184191780822,
Rodentia,ocularis,68.8,16.578,,2.0,,,1.0,,True
Rodentia,platyops,46.1,20.914,,2.0,,,1.0,,True
Rodentia,rupicola,,16.706,,,,,,,
Rodentia,surdus,,23.571,,2.0,,,,,
Carnivora,gulo,12792.49,-7.205,2.07287671233,3.0,86.02,161.73,,0.229150684932,
Diprotodontia,leadbeateri,137.32,11.674,1.31789041096,2.0,,18.43,,0.326904109589,
Rodentia,roberti,97.5,18.809,,1.0,,,,,
Rodentia,chinanteco,40.0,25.145,,,,,,,
Rodentia,delicatulus,,,,,,,,,
Rodentia,ixtlani,,,,,,,,,
Rodentia,lepturus,84.99,,,,,,,,
Rodentia,lophurus,40.0,20.527,,,,,,,
Rodentia,simulatus,40.0,19.503,,,,,,,
Rodentia,humei,,,,,,,,,
Rodentia,yunnanensis,,,,,,,,,
Rodentia,margarettae,,24.8,,,,,,,
Rodentia,minahassae,,20.7,,,,,,,
Rodentia,pusillus,,22.315,,1.0,,,,,
Carnivora,grypus,197570.01,,4.85128767123,3.0,13995.35,349.79,,0.0503287671233,
Rodentia,fuscatus,49.5,20.12,,,,,,,
Rodentia,intectus,60.5,17.599,,,,,,,
Primates,alaotrensis,1616.83,19.165,,,,,,,
Primates,aureus,1562.41,18.524,,1.0,,142.5,3.0,,False
Primates,griseus,916.0,19.744,2.7484109589,1.0,45.2,141.24,3.1,0.373397260274,False
Primates,occidentalis,,23.768,,,,,,,
Rodentia,delacouri,,20.698,,,,,,,
Rodentia,longicaudatus,70.0,24.933,,1.0,,,,,
Chiroptera,fischeri,18.25,24.16,0.528520547945,1.0,2.74,174.73,,0.208328767123,
Chiroptera,harpia,13.65,22.946,,3.0,,,,,
Chiroptera,mordax,,22.757,,,,,,,
Chiroptera,celebensis,116.77,20.495,,,,,,,
Chiroptera,whiteheadi,135.48,24.116,,1.0,,132.74,,0.305753424658,
Rodentia,fumosus,17.2,24.124,,,,,,,
Carnivora,malayanus,57075.78,24.388,,1.0,324.99,98.34,,0.247561643836,
Rodentia,argenteocinereus,159.46,22.651,,1.0,7.0,87.0,1.0,,True
Carnivora,fuscus,,25.519,,,,,,,
Carnivora,ichneumon,2980.02,23.214,1.99997260274,2.0,,75.87,,0.159150684932,
Carnivora,javanicus,750.0,20.818,0.457095890411,2.0,24.67,48.48,,0.119424657534,
Carnivora,naso,3002.08,24.271,,3.0,,,,,
Carnivora,semitorquatus,,24.151,,,,,,,
Carnivora,smithii,1702.5,25.868,,2.0,,,,,
Carnivora,urva,2384.19,19.475,,2.0,,65.7,,,
Carnivora,silvestris,4573.08,19.278,0.96098630137,3.0,106.4,65.49,,0.208246575342,
Rodentia,vae,205.0,28.478,,1.0,,,,,
Soricomorpha,feroculus,35.99,24.685,,,,,,,
Carnivora,fossana,1853.98,20.281,1.46293150685,2.0,70.0,88.38,,0.183123287671,
Rodentia,layardi,,25.761,,,,,,,
Rodentia,palmarum,136.4,25.816,,,,34.0,,,
Rodentia,pennantii,102.49,24.409,0.685534246575,,6.54,41.77,,0.153424657534,
Rodentia,sublineatus,70.93,26.291,,,,,,,
Rodentia,tristriatus,134.62,25.937,,,5.87,,,0.344356164384,
Rodentia,anerythrus,223.54,24.521,,1.0,,,,,
Rodentia,bayonii,134.99,23.296,,,,,,,
Rodentia,carruthersi,276.85,19.335,,,,,,,
Rodentia,congicus,112.0,22.993,,2.0,9.9,54.23,,0.13695890411,
Rodentia,isabella,109.31,24.178,,1.0,,,,,
Rodentia,lemniscatus,140.99,24.445,,2.0,,,,,
Rodentia,leucogenys,250.0,24.864,,,,,,,
Rodentia,pyrropus,243.18,24.41,,1.0,,,,,
Rodentia,substriatus,185.73,26.708,,,,,,,
Chiroptera,horrens,3.15,24.371,,3.0,,,,,
Primates,alleni,266.03,,0.775835616438,1.0,23.93,133.0,6.0,,False
Primates,cameronensis,,24.861,,,,,,,
Primates,demidoff,66.04,24.364,0.945863013699,2.0,9.89,111.0,5.5,0.119095890411,False
Primates,gabonensis,,24.278,,,,,,,
Primates,gallarum,250.0,23.788,,,,,,,
Primates,granti,,24.042,,,,,,,
Primates,matschiei,211.61,21.501,,,,,1.0,,True
Primates,moholi,191.96,21.73,1.15317808219,1.0,11.73,122.29,1.0,0.247835616438,True
Primates,nyasae,,23.338,,,,,,,
Primates,orinus,,22.683,,,,,,,
Primates,rondoensis,,25.011,,,,,,,
Primates,senegalensis,215.2,24.992,0.905123287671,2.0,11.5,126.98,3.5,0.257342465753,False
Rodentia,henleyi,8.0,21.084,,,,,,,
Rodentia,hesperinus,,16.239,,,,,,,
Rodentia,hoogstraali,,15.31,,,,,,,
Rodentia,latastei,,20.138,,,,,,,
Rodentia,mauritaniae,,26.7,,,,,,,
Rodentia,mesopotamiae,,21.275,,,,,,,
Rodentia,muriculus,,24.439,,,,,,,
Rodentia,nancillus,,24.355,,,,,,,
Rodentia,nanus,25.5,22.47,,,,20.97,,0.0761369863014,
Rodentia,nigeriae,29.7,28.298,,,,,,,
Rodentia,occiduus,,17.7,,,,,,,
Rodentia,perpallidus,52.22,20.27,,,2.24,20.22,,,
Rodentia,poecilops,,21.026,,,,,,,
Rodentia,principulus,,25.071,,,,,,,
Rodentia,pulvinatus,,25.823,,,,,,,
Rodentia,pusillus,12.55,23.755,,,,,,,
Rodentia,pyramidum,42.8,23.689,0.214109589041,1.0,2.5,22.14,,0.0753424657534,
Rodentia,rosalinda,,24.313,,,,,,,
Rodentia,syrticus,,19.5,,,,,,,
Rodentia,tarabuli,,22.471,,,,,,,
Rodentia,vivax,,22.169,,,,,,,
Rodentia,watersi,,27.191,,,,,,,
Artiodactyla,camelopardalis,964654.73,23.858,4.4755890411,1.0,55244.9,455.25,100.0,0.583315068493,False
Rodentia,sabrinus,137.53,-1.082,0.919534246575,2.0,5.64,40.0,,0.178082191781,
Rodentia,volans,71.9,13.716,0.919534246575,2.0,3.61,39.49,,0.156794520548,
Chiroptera,alboguttata,,24.839,,,,,,,
Chiroptera,argentata,9.3,23.114,,,,,,,
Chiroptera,beatrix,7.5,25.85,,,,,,,
Chiroptera,curryae,,24.22,,,,,,,
Chiroptera,egeria,,24.195,,,,,,,
Chiroptera,gleni,10.81,23.658,,,,,,,
Chiroptera,humeralis,5.49,22.394,,,,,,,
Chiroptera,kenyacola,7.17,27.2,,,,,,,
Chiroptera,machadoi,,22.4,,,,,,,
Chiroptera,poensis,6.91,25.173,,,,,,,
Chiroptera,superba,,25.552,,,,,,,
Chiroptera,variegata,11.25,23.676,,3.0,,,,,
Rodentia,japonicus,,11.654,0.397315068493,2.0,,31.4,,0.104109589041,
Rodentia,glis,128.09,7.36,0.929616438356,,,28.19,,0.0762739726027,
Chiroptera,javanus,,22.9,,,,,,,
Chiroptera,tylopus,4.59,24.794,,3.0,1.25,,,,
Chiroptera,commissarisi,9.15,23.475,,2.0,,,,,
Chiroptera,leachii,10.24,20.86,,2.0,,,,,
Chiroptera,longirostris,13.32,25.137,,2.0,,,,,
Chiroptera,morenoi,8.54,20.446,,2.0,,,,,
Chiroptera,soricina,9.97,23.099,,2.0,,107.97,,0.0884931506849,
Chiroptera,behnii,,23.243,,2.0,,,,,
Chiroptera,daviesi,18.61,23.936,,2.0,,,,,
Chiroptera,sylvestris,8.91,24.479,,2.0,,,,,
Rodentia,simus,,22.508,,,,,,,
Rodentia,ellioti,60.73,24.617,,1.0,,,,,
Primates,beringei,149325.19,20.649,,,,,,,
Primates,gorilla,112588.99,24.243,9.18663013699,2.0,2095.89,257.0,6.0,2.52150684932,False
Rodentia,gigas,,14.75,,,,,,,
Rodentia,ibeanus,41.19,22.295,,,,,,,
Rodentia,kuru,,,,,,,,,
Rodentia,macmillani,37.01,22.952,,,,,,,
Rodentia,minnae,35.99,17.912,,,,,,,
Rodentia,poensis,50.03,,0.328767123288,,4.99,24.65,,,
Rodentia,centralis,,,,,,,,,
Rodentia,domorum,102.0,10.042,,,,,,,
Rodentia,edithae,40.4,15.946,,,,,,,
Rodentia,griseoflavus,68.32,17.529,,,,,,,
Rodentia,angolensis,,,,,,,,,
Rodentia,christyi,,23.302,,2.0,,,,,
Rodentia,crassicaudatus,,24.984,,2.0,,,,,
Rodentia,johnstoni,,,,,,,,,
Rodentia,kelleni,10.5,24.517,,2.0,,,,,
Rodentia,lorraineus,,24.995,,2.0,,,,,
Rodentia,microtis,,20.609,,,,,,,
Rodentia,monardi,,21.448,,,,,,,
Rodentia,murinus,20.07,21.712,,2.0,3.49,23.99,1.0,,True
Rodentia,nagtglasii,30.0,25.382,,2.0,,,,,
Rodentia,aridulus,,22.221,,,,,,,
Rodentia,buntingi,,25.242,,,,,,,
Rodentia,caniceps,,26.833,,,,,,,
Rodentia,cometes,45.0,22.538,,,,,,0.0616438356164,
Rodentia,dolichurus,41.85,22.882,0.227534246575,,4.19,23.99,,0.065397260274,
Rodentia,flavidus,,26.408,,1.0,,,,,
Rodentia,pirrensis,137.71,25.191,,2.0,,,,,
Rodentia,blanfordi,,16.206,,,,,,,
Rodentia,jaculus,59.8,23.989,0.65895890411,,2.0,33.54,,0.183178082192,
Rodentia,orientalis,138.26,20.972,,,,40.0,,,
Rodentia,pictipes,22.9,20.661,,,,,,,
Rodentia,rimofrons,,,,,,,,,
Rodentia,candango,97.29,21.1,,2.0,,,,,
Rodentia,guaporensis,,,,,,,,,
Rodentia,huanchacae,,,,,,,,,
Rodentia,sodyi,,23.84,,,,,,,
Rodentia,amblyonyx,599.99,19.424,,1.0,,,1.0,,True
Chiroptera,africana,,,,,,,,,
Chiroptera,agnella,,25.4,,,,,,,
Chiroptera,argentata,10.11,22.109,,,,,,,
Chiroptera,cuprosa,,22.765,,,,,,,
Rodentia,dryas,,20.853,,,,,,,
Rodentia,gambianus,248.36,23.712,,,,,,,
Rodentia,mutabilis,390.0,23.137,,2.0,,,2.0,,False
Rodentia,punctatus,173.85,25.545,,,,,,,
Rodentia,rufobrachium,332.88,24.55,,1.0,,,,,
Rodentia,ruwenzorii,291.0,20.124,,,,,,,
Rodentia,undulatus,347.33,23.36,,,,,,,
