Order,Species,AdultBodyMass,Temperature,SexualMaturityAge,TrophicLevel,NeonateBodyMass,GestationLen,SocialGrpSize,WeaningAge,Social
Rodentia,armatus,306.48,3.072,1.15317808219,2.0,,24.5,1.0,0.0587123287671,True
Rodentia,atricapillus,550.99,19.381,,,,,,,
Rodentia,beecheyi,597.82,10.349,1.0,,9.29,28.37,,0.144109589041,
Rodentia,beldingi,272.53,6.97,1.15317808219,2.0,6.86,26.19,,0.0671232876712,
Soricomorpha,planiceps,,-4.641,,,,,,,
Soricomorpha,portenkoi,,-11.477,,,,,,,
Soricomorpha,preblei,3.14,5.19,,,,,,,
Soricomorpha,pribilofensis,,,,,,,,,
Soricomorpha,raddei,,6.552,,,,,,,
Soricomorpha,roboratus,12.99,-9.393,,3.0,,,,,
Soricomorpha,samniticus,8.24,12.849,,,,,,,
Soricomorpha,satunini,,7.152,,,,,,,
Soricomorpha,saussurei,4.65,17.507,,,,,,,
Soricomorpha,sclateri,7.0,23.3,,,,,,,
Soricomorpha,shinto,,5.595,,,,,,,
Soricomorpha,sinalis,,5.558,,,,,,,
Soricomorpha,sonomae,8.3,9.004,,,,,,,
Soricomorpha,stizodon,7.0,16.9,,,,,,,
Soricomorpha,tenellus,3.8,9.995,,,,,,,
Soricomorpha,thibetanus,,4.355,,,,,,,
Soricomorpha,trowbridgii,5.02,8.385,,2.0,,,,,
Soricomorpha,tundrensis,7.65,-7.819,,2.0,,,,,
Soricomorpha,ugyunak,,-12.888,,,,,,,
Soricomorpha,unguiculatus,14.11,-1.469,0.762383561644,3.0,,28.0,,,
Soricomorpha,vagrans,5.99,6.459,1.14345205479,2.0,0.41,20.13,,0.0598082191781,
Rodentia,brevicauda,,4.109,,,,,,,
Rodentia,brunneus,300.0,6.168,,2.0,,24.5,,,
Rodentia,canus,,7.109,,,,,,,
Rodentia,citellus,395.97,8.695,0.805178082192,2.0,,27.74,,,
Rodentia,columbianus,470.94,2.485,1.71482191781,1.0,9.58,24.09,,0.0881917808219,
Rodentia,dauricus,,2.96,,,,30.0,,,
Rodentia,elegans,324.45,3.862,,1.0,5.97,22.97,1.0,0.0909589041096,True
Primates,oerstedii,714.18,26.574,,2.0,,161.0,25.1,0.994328767123,False
Primates,sciureus,749.47,25.303,3.83528767123,2.0,107.5,164.09,34.85,0.486054794521,False
Primates,ustus,886.47,24.888,,,,,,0.653808219178,
Primates,vanzolinii,783.77,25.849,,,,,40.0,,False
Carnivora,concolor,711.49,20.52,,2.0,,,,,
Rodentia,loschalchalerosorum,,,,,,,,,
Rodentia,delicatus,,,,,,,,,
Rodentia,michaelis,,18.962,,1.0,,,,,
Rodentia,crassicauda,,1.287,,2.0,,,,,
Rodentia,heptneri,,9.304,,,,,,,
Rodentia,kozlovi,,6.213,,,,,,,
Rodentia,pallidus,,6.094,,,,,,,
Rodentia,thomasi,,,,,,,,,
Chiroptera,petrophilus,14.25,18.763,,,,,,,
Soricomorpha,aquaticus,87.15,14.278,0.920630136986,2.0,5.35,41.99,,0.0826849315068,
Soricomorpha,oweni,,8.647,,3.0,,,,,
Soricomorpha,latimanus,62.46,10.472,,3.0,,40.0,,,
Soricomorpha,orarius,62.13,7.402,0.897589041096,2.0,,40.0,,,
Soricomorpha,townsendii,,8.095,,,,,,,
Rodentia,aquaticus,,23.194,,,,,,,
Rodentia,tumidus,146.0,17.116,,3.0,,,,,
Soricomorpha,moschatus,,7.469,,,,,,,
Soricomorpha,fusicaudus,,8.169,,,,,,,
Rodentia,pusillus,34.91,25.5,,1.0,,,1.0,,True
Rodentia,davidianus,,10.887,,,,,,,
Rodentia,forresti,,11.577,,,,,,,
Rodentia,aberti,622.95,9.947,1.05706849315,2.0,12.0,40.98,,0.19104109589,
Rodentia,aestuans,177.34,23.442,,2.0,,,1.0,,True
Rodentia,alleni,465.14,20.8,,2.0,,,,,
Rodentia,anomalus,,11.465,,,,,,,
Rodentia,arizonensis,646.99,14.581,,1.0,,,,,
Rodentia,aureogaster,455.57,21.502,,1.0,,,1.0,,True
Rodentia,carolinensis,545.4,11.403,0.925698630137,2.0,15.17,44.79,1.0,0.190328767123,True
Rodentia,colliaei,498.0,20.272,,1.0,,,,,
Rodentia,deppei,249.5,23.244,,1.0,,,1.0,,True
Rodentia,flammifer,,23.347,,,,,,,
Rodentia,gilvigularis,803.0,24.937,,,,,,,
Rodentia,granatensis,318.44,23.341,,2.0,9.5,,1.0,,True
Rodentia,griseus,703.85,10.143,0.905123287671,1.0,,43.49,,,
Rodentia,ignitus,190.0,22.778,,2.0,,,1.0,,True
Rodentia,igniventris,700.0,25.097,,1.0,,,1.0,,True
Rodentia,lis,264.3,10.561,,,,,,,
Rodentia,nayaritensis,697.0,14.854,,1.0,,,,,
Rodentia,niger,,12.675,,,,,,,
Rodentia,oculatus,649.98,18.091,,,,,,,
Rodentia,pucheranii,803.0,18.952,,,,,,,
Rodentia,pyrrhinus,482.0,21.1,,,,,,,
Rodentia,richmondi,237.51,22.516,,,,,,,
Rodentia,sanborni,136.0,19.493,,,,,,,
Rodentia,spadiceus,403.32,25.113,,1.0,,,1.0,,True
Rodentia,stramineus,433.3,19.687,,,,,,,
Rodentia,variegatoides,485.0,23.257,,2.0,,,,,
Rodentia,vulgaris,333.0,-3.649,0.988630136986,2.0,8.83,38.0,,0.176739726027,
Rodentia,yucatanensis,225.0,24.661,,1.0,,,,,
Chiroptera,ega,49.54,25.167,,,,,,,
Rodentia,melanops,26.5,17.709,,,,,,,
Rodentia,ucayalensis,26.5,25.95,,,,,,,
Chiroptera,rueppellii,26.41,17.585,,,,,,,
Rodentia,teguina,11.59,22.284,0.106767123288,2.0,1.11,31.2,,0.0575342465753,
Rodentia,xerampelinus,15.07,25.532,0.162273972603,,1.11,33.53,,0.0671232876712,
Chiroptera,albigula,10.08,22.667,,,,,,,
Chiroptera,albofuscus,4.5,24.071,,,,,,,
Chiroptera,hindei,10.41,23.679,,,,,,,
Chiroptera,hirundo,8.45,24.963,,,,,,,
Chiroptera,pallidus,,21.769,,,,,,,
Chiroptera,ornatus,22.24,16.141,,,,,,,
Chiroptera,ophiodon,69.42,25.021,,,3.7,,,,
Chiroptera,zenkeri,21.3,24.426,,,,,,,
Chiroptera,borbonicus,19.02,19.5,,,,185.3,,,
Chiroptera,celebensis,,21.547,,,,,,,
Chiroptera,collinus,,,,,,,,,
Chiroptera,dinganii,25.12,23.481,,3.0,,,,,
Chiroptera,heathii,36.13,22.249,0.528520547945,3.0,5.49,112.7,,0.0525205479452,
Chiroptera,kuhlii,20.31,,0.664767123288,3.0,6.5,110.0,,0.105068493151,
Chiroptera,leucogaster,20.24,23.559,,3.0,,228.12,,,
Chiroptera,nigrita,27.34,23.506,,3.0,,,,,
Chiroptera,nucella,,25.019,,,,,,,
Chiroptera,nux,30.0,24.179,,,,,,,
Chiroptera,robustus,,22.413,,3.0,,,,,
Chiroptera,viridis,19.81,23.429,,3.0,,,,,
Chiroptera,balstoni,11.92,20.65,,,2.39,212.91,,0.122136986301,
Chiroptera,greyii,10.0,23.737,,,,,,,
Chiroptera,orion,11.83,13.864,,,,,,,
Chiroptera,sanborni,8.13,24.461,,,,,,,
Chiroptera,dormeri,6.79,24.685,,,1.7,,,,
Soricomorpha,somereni,91.49,22.268,,,,,,,
Rodentia,calurus,56.61,21.401,,,,,,,
Rodentia,betpakdalaensis,17.12,7.764,,3.0,,,,,
Primates,ajax,,11.199,,,,,,,
Primates,dussumieri,,25.856,,,,,,,
Primates,entellus,12679.29,25.401,4.10312328767,1.0,499.83,197.7,19.0,1.10164383562,False
Primates,hector,,15.89,,,,,,,
Primates,hypoleucos,10026.65,25.87,,,,,,,
Primates,priam,,26.883,,,,,,,
Primates,schistaceus,,-2.69,,,,,,,
Diprotodontia,brachyurus,3027.67,14.861,1.21147945205,1.0,0.36,27.89,,0.844493150685,
Rodentia,armenica,,0.75,,,,,,,
Rodentia,betulina,8.92,-0.563,1.03443835616,,,31.5,,0.0855068493151,
Rodentia,caucasica,,5.319,,,,,,,
Rodentia,caudata,,-2.075,,,,,,,
Rodentia,concolor,,1.498,,,,,,,
Rodentia,kazbegica,,-5.2,,,,,,,
Rodentia,kluchorica,,-0.305,,,,,,,
Rodentia,napaea,10.0,-2.512,,2.0,,20.0,,,
Rodentia,pseudonapaea,,-4.516,,,,,,,
Rodentia,severtzovi,,4.174,,,,,,,
Rodentia,strandi,,7.963,,,,,,,
Rodentia,subtilis,11.75,4.207,,,,,,,
Rodentia,tianshanica,,-0.201,,,,,,,
Rodentia,alleni,174.09,21.078,,,,36.5,,,
Rodentia,alstoni,55.7,25.289,0.170931506849,1.0,,,,,
Rodentia,arizonae,198.0,17.781,,,,,,,
Rodentia,fulviventer,195.94,14.795,,,,36.5,,,
Rodentia,hirsutus,,,,,,,,,
Rodentia,hispidus,110.65,,0.137506849315,2.0,6.6,27.0,1.0,0.0418904109589,True
Rodentia,inopinatus,140.5,14.154,,,,,,,
Rodentia,leucotis,131.78,15.577,,,,34.99,,,
Rodentia,mascotensis,120.0,20.518,,,,,,,
Rodentia,ochrognathus,122.0,16.021,0.139780821918,,5.55,34.59,,0.041095890411,
Rodentia,peruanus,,21.819,,,,,,,
Rodentia,planifrons,,,,,,,,,
Rodentia,toltecus,,,,,,,,,
Rodentia,zanjonensis,,,,,,,,,
Rodentia,alfari,,23.982,,,,,,,
Rodentia,aphrastus,,25.843,,,,,,,
Primates,concolor,7393.9,25.9,,1.0,,,2.75,,False
Soricomorpha,arredondoi,,,,,,,,,
Soricomorpha,cubanus,824.62,25.076,,3.0,,,1.0,,True
Soricomorpha,marcanoi,,,,,,,,,
Soricomorpha,paradoxus,899.99,23.905,2.26764383562,3.0,89.99,64.8,1.0,0.204684931507,True
Soricomorpha,pearsoni,,24.433,,,,,,,
Rodentia,ponceleti,1000.0,26.139,,1.0,,,,,
Rodentia,salamonis,,,,1.0,,,,,
Rodentia,salebrosus,397.0,26.139,,,,,,,
Rodentia,sapientis,,27.133,,1.0,,,,,
Rodentia,spriggsarum,,,,,,,,,
Rodentia,macrorhinos,,,,,,,,,
Soricomorpha,alaskanus,14.0,-0.781,,,,,,,
Soricomorpha,alpinus,8.04,5.928,,,,,,,
Soricomorpha,antinorii,,,,,,,,,
Soricomorpha,araneus,9.18,1.032,0.857260273973,2.0,0.42,21.5,,0.0587123287671,
Soricomorpha,arcticus,8.19,-1.466,0.906575342466,3.0,,17.0,,,
Soricomorpha,arizonae,2.7,16.817,,,,,,,
Soricomorpha,arunchi,,,,,,,,,
Soricomorpha,asper,,1.26,,,,,,,
Soricomorpha,averini,,,,,,,,,
Soricomorpha,bairdi,8.33,7.744,,,,,,,
Soricomorpha,bedfordiae,,5.136,,,,,,,
Soricomorpha,bendirii,15.76,7.729,,3.0,,,,,
Soricomorpha,buchariensis,,-9.799,,,,,,,
Soricomorpha,caecutiens,6.3,-5.161,,2.0,,,,,
Soricomorpha,camtschatica,,-3.929,,,,,,,
Soricomorpha,cansulus,,4.8,,3.0,,,,,
Soricomorpha,cinereus,4.2,-0.203,0.404273972603,3.0,0.28,18.11,,0.0544657534247,
Soricomorpha,coronatus,9.32,9.054,0.762794520548,3.0,0.59,23.99,,0.0816438356164,
Soricomorpha,cylindricauda,,7.693,,,,,,,
Soricomorpha,daphaenodon,8.1,-7.465,,2.0,,,,,
Soricomorpha,dispar,4.99,9.046,,3.0,,,,,
Soricomorpha,emarginatus,7.0,17.524,,,,,,,
Soricomorpha,excelsus,,12.504,,,,,,,
Soricomorpha,fumeus,7.83,8.036,0.833315068493,2.0,,21.0,,,
Soricomorpha,gaspensis,3.35,2.46,,3.0,,,,,
Soricomorpha,gracillimus,4.4,-0.51,,3.0,,,,,
Soricomorpha,granarius,6.39,12.575,,,,,,,
Soricomorpha,haydeni,,6.138,,,,20.5,,,
Soricomorpha,hosonoi,,6.237,,,,,,,
Soricomorpha,hoyi,3.37,-0.728,,3.0,,,,,
Soricomorpha,isodon,12.23,-5.002,,3.0,0.9,18.0,,0.0599178082192,
Soricomorpha,jacksoni,6.01,-3.7,,,,,,,
Soricomorpha,kozlovi,,-6.626,,,,,,,
Soricomorpha,leucogaster,,1.1,,,,,,,
Soricomorpha,longirostris,3.29,15.877,0.330684931507,2.0,,,,,
Soricomorpha,lyelli,4.99,9.119,,,,,,,
Soricomorpha,macrodon,8.61,19.404,,,,,,,
Soricomorpha,maritimensis,,5.545,,,,,,,
Soricomorpha,merriami,5.99,6.726,,3.0,,,,,
Soricomorpha,milleri,4.07,19.163,,,,,,,
Soricomorpha,minutissimus,2.46,-5.625,,3.0,,,,,
Soricomorpha,palustris,13.07,1.695,0.332,2.0,,21.0,,,
Soricomorpha,ventralis,7.0,17.295,,,,,,,
Soricomorpha,veraecrucis,,,,,,,,,
Soricomorpha,veraepacis,7.5,20.834,,,,,,,
Soricomorpha,volnuchini,,5.94,,,,,,,
Soricomorpha,yukonicus,,,,,,,,,
Soricomorpha,nigrescens,14.58,6.254,,3.0,,,,,
Rodentia,cyanus,100.86,8.128,,1.0,8.89,80.3,15.0,0.163452054795,False
Rodentia,arenarius,,9.359,,,,,,,
Rodentia,carmeli,,,,,,,,,
Rodentia,ehrenbergi,164.35,18.976,,,,,1.0,,True
Rodentia,galili,,,,,,,,,
Rodentia,giganteus,,,,,,,,,
Rodentia,golani,,,,,,,,,
Artiodactyla,melampus,52591.69,21.636,1.36704109589,1.0,5238.4,196.74,15.25,0.41095890411,False
Diprotodontia,rufescens,2810.31,19.453,0.946328767123,,,22.8,,0.446767123288,
Rodentia,melanopterus,,7.527,,,,,,,
Rodentia,tephromelas,1187.0,24.603,,,,,,,
Rodentia,thomasi,1430.19,24.311,,,,,,,
Chiroptera,aequalis,,22.58,,,,,,,
Chiroptera,alecto,15.0,24.264,,,,,,,
Rodentia,bocagei,,21.757,,,,,,,
Rodentia,erythrogenys,,2.972,,,,,,,
Rodentia,franklinii,457.64,6.514,0.903753424658,,8.99,28.0,,0.0797534246575,
Rodentia,fulvus,778.38,8.42,,,,30.41,,,
Rodentia,lateralis,175.1,5.681,1.15317808219,2.0,6.09,28.42,,0.11504109589,
Rodentia,madrensis,207.12,11.911,,,,,,,
Rodentia,major,,1.899,,,,,,,
Rodentia,mexicanus,177.49,19.194,,2.0,4.31,,1.0,,True
Rodentia,mohavensis,213.18,11.5,,1.0,4.5,24.31,1.0,0.0871506849315,True
Rodentia,mollis,165.4,7.097,,,3.86,,,0.111753424658,
Rodentia,musicus,,-0.79,,,,,,,
Rodentia,pallidicauda,,-1.649,,,,,,,
Rodentia,parryii,747.09,-10.36,1.15317808219,,11.0,25.16,,0.0767123287671,
Rodentia,perotensis,140.0,12.766,,,,,,,
Rodentia,pygmaeus,173.46,5.922,,,,26.48,,0.0427123287671,
Rodentia,ralli,,-1.758,,,,,,,
Rodentia,relictus,599.99,-1.179,,,,,,,
Rodentia,richardsonii,325.1,3.422,0.932301369863,1.0,6.24,22.8,,0.0803561643836,
Rodentia,saturatus,,4.708,,,,,,,
Rodentia,spilosoma,106.64,14.251,1.01706849315,2.0,,,,0.130520547945,
Rodentia,suslicus,252.0,5.489,,,,22.44,,0.086301369863,
Rodentia,tereticaudus,147.57,18.035,0.889945205479,2.0,3.84,27.57,,0.0953424657534,
Rodentia,townsendii,207.29,9.931,1.13380821918,2.0,3.7,22.05,1.0,0.0891780821918,True
Rodentia,tridecemlineatus,174.91,8.037,0.723726027397,2.0,3.0,27.5,1.0,0.0761917808219,True
Rodentia,undulatus,742.91,-5.142,,,10.8,25.33,,0.148136986301,
Rodentia,variegatus,714.58,14.887,1.15317808219,2.0,7.8,30.0,,0.143506849315,
Rodentia,washingtoni,215.09,10.046,,2.0,,,,,
Rodentia,xanthoprymnus,,9.096,,,,,,,
Chiroptera,blanfordi,28.88,16.571,,,,,,,
Chiroptera,toxophyllum,16.06,24.588,,1.0,,,,,
Rodentia,ichillus,,,,,,,,,
Rodentia,insidiosus,998.32,22.17,,2.0,,,,,
Rodentia,melanurus,1900.0,25.483,,,,,,,
Artiodactyla,nasomaculatus,96077.36,26.448,,1.0,5633.76,262.74,12.62,,False
Rodentia,lugens,37.0,19.15,,,,,,,
Rodentia,reigi,,,,,,,,,
Rodentia,chrysophilus,80.85,21.053,0.263150684932,,4.43,26.17,,0.0681643835616,
Rodentia,hindei,140.65,24.237,0.161945205479,,,24.66,,,
Rodentia,ineptus,133.16,,,,,,,,
Rodentia,kaiseri,89.99,21.87,,,6.09,27.0,,0.0712328767123,
Rodentia,nyikae,,22.121,,,,,,,
Rodentia,silindensis,,22.069,,,,,,,
Rodentia,stannarius,,25.87,,,,,,,
Rodentia,thomasi,,20.186,,,,,,,
Carnivora,melanoleuca,117999.99,6.551,6.61101369863,1.0,104.39,134.99,,0.490356164384,
Diprotodontia,melanotis,,,,,,,,,
Diprotodontia,ursinus,10000.0,21.595,,1.0,,,,,
Carnivora,fulgens,5170.08,4.473,1.65493150685,1.0,104.04,131.5,,0.37498630137,
Rodentia,aerosus,59.99,19.443,,,,,,,
Diprotodontia,maculatus,4060.46,24.011,0.607561643836,1.0,,12.99,,0.659589041096,
Diprotodontia,papuensis,,25.1,,,,,,,
Diprotodontia,rufoniger,5999.99,26.015,,,,,,,
Carnivora,angustifrons,,,,,,,,,
Carnivora,gracilis,,11.765,,,,,,,
Carnivora,putorius,566.49,13.416,0.539616438356,2.0,12.29,32.99,,0.152547945205,
Carnivora,pygmaea,365.0,21.713,,2.0,6.9,47.22,,,
Rodentia,ohiensis,,25.229,,,,,,,
Rodentia,bocagei,,,,,,,,,
Rodentia,caurinus,,26.827,,,,,,,
Rodentia,cuppedius,,26.206,,,,,,,
Rodentia,jacksoni,,26.499,,,,,,,
Rodentia,krebsii,20.67,19.603,,,,,,,
Rodentia,opimus,40.0,,,3.0,1.55,,,,
Rodentia,parvus,4.99,21.792,,,,,,,
Rodentia,pratensis,30.58,,,,1.55,,,,
Rodentia,albipes,,18.063,,,,,,,
Rodentia,albocaudata,144.0,11.519,,,,,,,
Rodentia,griseicauda,85.75,13.305,,,,,,,
Rodentia,ruppi,48.99,19.99,,,,,,,
Chiroptera,rufum,21.1,24.0,,1.0,7.0,,,,
Rodentia,longicaudatus,70.95,24.284,,,,,,,
Diprotodontia,celebensis,,21.645,,,,,,,
Diprotodontia,pelengensis,,23.866,,1.0,,,,,
Chiroptera,aratathomasi,49.67,22.758,,1.0,13.6,,,,
Chiroptera,bidens,18.05,19.1,,1.0,,,,,
Chiroptera,bogotensis,19.94,20.719,,1.0,,,,,
Chiroptera,erythromos,15.53,19.744,,1.0,,,,,
Chiroptera,lilium,20.19,23.246,,2.0,5.25,107.97,,,
Chiroptera,ludovici,21.0,23.047,,1.0,,,,,
Chiroptera,luisi,,21.048,,1.0,,,,,
Chiroptera,magna,,19.295,,1.0,,,,,
Chiroptera,mistratensis,,19.4,,,,,,,
Chiroptera,mordax,11.79,24.778,,1.0,,,,,
Chiroptera,nana,,16.258,,1.0,,,,,
Chiroptera,oporaphilum,21.99,19.64,,,,,,,
Chiroptera,thomasi,,,,1.0,,,,,
Chiroptera,tildae,24.39,23.961,,1.0,2.62,,,,
Chiroptera,wallacei,172.42,20.903,,,,,,,
Rodentia,andrewsi,,-0.886,,1.0,,,,,
Rodentia,sungorus,,1.277,,1.0,,,,,
Rodentia,telum,59.99,6.473,,1.0,,,,,
Soricomorpha,aequatorius,,,,,,,,,
Soricomorpha,ater,,22.699,,,,,,,
Soricomorpha,dayi,,27.01,,,,,,,
Soricomorpha,etruscus,2.26,16.39,,,0.2,27.5,,0.0547945205479,
Soricomorpha,fellowesgordoni,,24.685,,,,,,,
Soricomorpha,hosei,,24.488,,,,,,,
Soricomorpha,infinitesimus,4.4,21.928,,3.0,,,1.0,,True
Soricomorpha,lixus,8.0,,,3.0,,,,,
Soricomorpha,madagascariensis,2.47,21.978,,,,,,,
Soricomorpha,malayanus,4.99,25.079,,,,,,,
Soricomorpha,megalura,5.38,23.173,,,,,,,
Soricomorpha,mertensi,,23.0,,,,,,,
Soricomorpha,montanus,,25.781,,,,,,,
Soricomorpha,murinus,43.76,23.076,0.0888767123288,,2.44,30.19,,0.0524931506849,
Soricomorpha,remyi,4.03,24.146,,,,,,,
Soricomorpha,stoliczkanus,,25.642,,,,,,,
Soricomorpha,varilla,4.99,20.637,0.695205479452,3.0,,,,,
Soricomorpha,zeylanicus,,24.685,,,,,,,
Rodentia,infraluteus,418.5,24.241,,,,,,,
Rodentia,maxi,,20.3,,,,,,,
Chiroptera,fulminans,33.89,21.288,,3.0,,104.29,,,
Chiroptera,insignis,,10.16,,,,,,,
Chiroptera,kuboriensis,26.8,20.803,,,,,,,
Artiodactyla,scriptus,43250.39,23.761,1.18249315068,1.0,3027.79,182.5,1.0,,True
Artiodactyla,spekii,75554.25,23.628,1.69605479452,1.0,4000.0,241.15,6.0,,False
Artiodactyla,strepsiceros,206056.41,21.534,1.82295890411,1.0,15366.57,220.94,12.0,0.5,False
Artiodactyla,javanicus,1889.93,,0.43101369863,1.0,,158.55,1.0,0.0575342465753,True
Artiodactyla,kanchil,,25.255,,,,,,,
Artiodactyla,napu,5273.67,25.086,0.428082191781,1.0,372.99,154.24,,0.232493150685,
Artiodactyla,nigricans,,24.978,,,,,,,
Artiodactyla,versicolor,,,,,,,,,
Artiodactyla,williamsoni,,,,,,,,,
Carnivora,ornatus,123176.97,17.982,,2.0,320.0,215.0,,0.475178082192,
Chiroptera,auritus,,26.5,,,,,,,
Chiroptera,furculus,5.56,23.705,,3.0,,,,,
Chiroptera,persicus,13.18,22.728,,3.0,,,,,
Chiroptera,rufus,9.1,22.069,,3.0,,,,,
Diprotodontia,arnhemensis,1540.74,26.859,,1.0,,,,0.497150684932,
Diprotodontia,caninus,3115.06,14.339,3.0,1.0,,16.2,,0.662876712329,
Diprotodontia,cunninghami,,,,,,,,,
Diprotodontia,johnstonii,,21.636,,,,,,,
Diprotodontia,vulpecula,2685.39,18.267,1.15317808219,1.0,0.2,17.5,1.0,0.524904109589,True
Rodentia,fasciculata,1750.0,24.608,,,,,,,
Rodentia,albispinus,284.99,23.631,,,,,,,
Chiroptera,latouchei,,12.632,,,,,,,
Diprotodontia,rostratus,9.66,16.077,0.485479452055,1.0,0.0043,61.27,1.0,0.245863013699,True
Primates,bancanus,114.39,24.661,1.80460273973,2.0,23.93,125.84,1.0,0.215205479452,True
Primates,dentatus,110.42,18.6,,,,,1.0,,True
Primates,pelengensis,165.0,24.05,,,,,,,
Primates,pumilus,,20.198,,,,,1.0,,True
Rodentia,mexicanus,2000.0,23.049,,1.0,,,2.0,,False
Rodentia,pruinosus,,21.35,,,,,,,
Rodentia,roosmalenorum,,,,,,,,,
Rodentia,spinosus,750.78,22.14,,,,,,,
Rodentia,vestitus,736.0,18.057,,,,,,,
Rodentia,villosus,1750.01,,,,,,,,
Diprotodontia,kraemeri,,,,,,,,,
Rodentia,cahirinus,41.16,,0.142191780822,,5.49,38.54,,0.0383561643836,
Rodentia,chudeaui,,,,,,,,,
Rodentia,cilicicus,,15.41,,,,,,,
Rodentia,cineraceus,,,,,,,,,
Rodentia,dimidiatus,,22.151,,,,,,,
Rodentia,ignitus,,23.982,,,,,,,
Rodentia,johannis,,,,,,,,,
Rodentia,kempi,21.99,27.157,,,,,,,
Rodentia,louisae,20.19,24.835,,,,,,,
Rodentia,minous,62.5,16.38,,,,,,,
Rodentia,mullah,,23.182,,,,,,,
Rodentia,nesiotes,,18.355,,,,,,,
Rodentia,percivali,21.99,24.095,,,,,,,
Rodentia,russatus,42.35,21.439,,,,,,,
Rodentia,seurati,,,,,,,,,
Rodentia,spinosissimus,26.5,21.86,,,,,,,
Rodentia,subspinosus,21.92,15.589,,,,,,,
Rodentia,wilsoni,18.5,25.131,,,3.49,,,,
Rodentia,fuscus,129.95,,,1.0,,,,,
Rodentia,porteri,,,,,,,,,
Rodentia,sagei,96.49,8.377,,,,,,,
Diprotodontia,pygmaeus,13.84,18.57,0.745506849315,2.0,0.01,,25.0,0.267123287671,False
Rodentia,muelleri,356.48,24.771,,,,,,,
Rodentia,brookei,114.05,22.295,,,,,,,
Rodentia,davensis,,25.45,,,,,,,
Rodentia,fraterculus,,25.9,,,,,,,
Rodentia,hippurus,357.79,24.736,,2.0,,,,,
Rodentia,hoogstraali,,,,,,,,,
Rodentia,jentinki,,22.916,,,,,,,
Rodentia,juvencus,,25.366,,,,,,,
Rodentia,lowii,84.99,24.852,,2.0,,,,,
Rodentia,mindanensis,,23.639,,,,,,,
Rodentia,moellendorffi,,,,,,,,,
Rodentia,philippinensis,,23.866,,,,,,,
Rodentia,rabori,,24.978,,,,,,,
Rodentia,samarensis,225.0,25.587,,,,,,,
Rodentia,steerii,,24.599,,,,,,,
Rodentia,tenuis,74.87,24.844,,2.0,,,,,
Soricomorpha,norae,23.57,15.999,,,,,,,
Soricomorpha,polulus,8.99,16.566,,,,,,,
Carnivora,suricatta,729.99,17.581,1.03389041096,3.0,30.5,77.0,,0.152547945205,
Artiodactyla,ahoenobarbus,,23.806,,,,,,,
Artiodactyla,barbatus,135805.95,24.7,0.993150684932,2.0,,114.63,6.25,0.29,False
Artiodactyla,bucculentus,,20.274,,,,,,,
Artiodactyla,cebifrons,190792.3,25.491,0.775835616438,2.0,,125.14,4.5,0.29,False
Artiodactyla,celebensis,53813.21,21.547,,2.0,,126.0,,,
Artiodactyla,oliveri,,,,,,,,,
Artiodactyla,philippensis,190792.3,24.084,0.775835616438,2.0,,125.14,3.75,0.29,False
Artiodactyla,salvanius,7974.13,20.349,,2.0,,110.5,5.0,,False
Artiodactyla,scrofa,84471.54,11.691,0.96098630137,2.0,807.77,115.2,13.0,0.268164383562,False
Artiodactyla,verrucosus,89406.23,24.283,,2.0,,121.66,5.0,,False
Chiroptera,australis,17.6,22.173,,1.0,,,1.0,0.246547945205,True
Chiroptera,carolinae,39.67,25.011,,1.0,,,,,
Chiroptera,hobbit,20.06,18.627,,1.0,,,,,
Artiodactyla,grimmia,15639.15,22.772,0.803123287671,1.0,1581.45,174.89,1.0,0.166657534247,True
Lagomorpha,aquaticus,2133.34,17.815,0.423863013699,1.0,55.7,37.24,,0.0572054794521,
Lagomorpha,audubonii,880.88,13.06,0.248493150685,1.0,34.36,28.0,,0.0671232876712,
Lagomorpha,bachmani,714.53,12.92,,1.0,27.25,27.0,,0.0445753424658,
Lagomorpha,brasiliensis,986.74,22.999,0.271726027397,1.0,,42.5,1.0,0.0720547945205,True
Lagomorpha,cognatus,,10.361,,,,,,,
Lagomorpha,cunicularius,2489.54,19.458,,1.0,,30.0,,,
Lagomorpha,dicei,,24.814,,1.0,,30.41,,0.0858082191781,
Lagomorpha,floridanus,1207.19,15.267,0.290547945205,1.0,34.15,27.0,,0.0624109589041,
Lagomorpha,graysoni,964.01,,,,,,,,
Lagomorpha,insonus,2999.98,19.234,,,,,,,
Lagomorpha,mansuetus,,20.6,,,,,,,
Lagomorpha,nuttallii,801.54,6.148,0.279561643836,1.0,,28.24,,0.0856438356164,
Lagomorpha,obscurus,,13.277,,,,,,,
Lagomorpha,palustris,1355.23,19.31,0.493150684932,1.0,,33.46,,,
Lagomorpha,robustus,,18.865,,,,,,,
Lagomorpha,transitionalis,813.51,7.666,,1.0,,28.0,,0.043698630137,
Lagomorpha,varynaensis,,25.456,,,,,,,
Soricomorpha,camerunensis,,,,,,,,,
Soricomorpha,granti,,19.448,,,,,,,
Soricomorpha,howelli,,23.324,,,,,,,
Soricomorpha,isabellae,,,,,,,,,
Soricomorpha,johnstoni,3.19,24.14,,,,,,,
Soricomorpha,konganensis,5.15,,,,,,,,
Soricomorpha,lunaris,18.78,19.277,,,,,,,
Soricomorpha,morio,,21.4,,,,,,,
